Covidence,Study ID,Title,Reviewer Name,included,exp1_is_preregistered,exp1_has_pwr_analysis,exp1_hypothesis_quote,exp1_results_quote,exp1_support,exp1_sample_size,exp1_pwr_an_effect_type,exp1_pwr_an_effect_est_raw,exp1_pwr_an_effect_est_d,exp1_effect_justification,exp1_power_estimate,exp2_is_preregistered,exp2_has_pwr_analysis,exp2_hypothesis_quote,exp2_results_quote,exp2_support,exp2_sample_size,exp2_pwr_an_effect_type,exp2_pwr_an_effect_est_raw,exp2_pwr_an_effect_est_d,exp2_effect_justification,exp2_pwr_estimate,exp3_is_preregistered,exp3_has_pwr_analysis,exp3_hypothesis_quote,exp3_results_quote,exp3_support,exp3_sample_size,exp3_pwr_an_effect_type,exp3_pwr_an_effect_est_raw,exp3_pwr_an_effect_est_d,exp3_effect_justification,exp3_pwr_estimate,exp4_is_preregistered,exp4_has_pwr_analysis,exp4_hypothesis_quote,exp4_results_quote,exp4_support,exp4_sample_size,exp4_pwr_an_effect_type,exp4_pwr_an_effect_est_raw,exp4_pwr_an_effect_est_d,exp4_effect_justification,exp4_pwr_estimate
2170,Starbuck 2021,Are there common walking gait characteristics in patients diagnosed with late-onset Pompe disease?,Chitrini Tandon,Yes,No,No,"H1) individuals with LOPD patients will present with signs of a myopathic gait which include increased contralateral pelvic drop, hip adduction and thoracic sway when compared to healthy in-dividuals,","In com-parison with healthy individuals, the LOPD group demonstrated greater thoracic sway (96%), hip adduction angles (56%) and pelvic range of motion (77%) and reduced hip extensor moments (36%). Greater group variance for the LOPD group were also observed. Individuals with LOPD had a slower (15%) walking speed and reduced cadence (7%). Gait profile scores were 37% greater in the LOPD group compared to the healthy group. Proximal muscular weakness associ-ated with LOPD disease is likely to have resulted in a myopathic gait pattern, slower selected walking speeds and deviations in gait patterns. Although individuals with LOPD presented with some common characteristics, greater variability in gait patterns is likely to be a result of wide variability in phenotype spectrum observed with LOPD",Yes,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,Starbuck 2021,Are there common walking gait characteristics in patients diagnosed with late-onset Pompe disease?,Julie Hubley,Yes,No,No,"This study aims to compare walking gait parameters of LOPD individuals with healthy individuals to identify whether there are
common gait characteristics with LOPD. GPS and MAP will be assessed to determine walking gait quality in LOPD individuals. Based on current evidence this study aims to examine several hypotheses: H1) individuals with LOPD patients will present with signs of a myopathic gait which include increased contralateral pelvic drop, hip adduction and thoracic sway when compared to healthy individuals, H2) individuals with LOPD will demonstrate greater posterior thoracic lean and either posterior or anterior pelvic tilt during
walking compared to healthy individuals, H3) individuals with LOPD will demonstrate reduced proximal control indicated by reduced hip moments and powers compared to healthy individuals, H4) GPS and MAPS will be greater in individuals with LOPD compared to healthy individuals and, H5) individuals with LOPD will demonstrate reduced walking speed, step length, and cadence and greater step width compared to healthy individuals.","In comparison with healthy individuals, the LOPD group demonstrated greater thoracic sway (96%), hip adduction angles (56%) and pelvic range of motion (77%) and reduced hip extensor moments
(36%). Greater group variance for the LOPD group were also observed. Individuals with LOPD
had a slower (15%) walking speed and reduced cadence (7%). Gait profile scores were 37%
greater in the LOPD group compared to the healthy group. ",Yes,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,Starbuck 2021,Are there common walking gait characteristics in patients diagnosed with late-onset Pompe disease?,Consensus,Yes,No,No,"H1) individuals with LOPD patients will present with signs of a myopathic gait which include increased contralateral pelvic drop, hip adduction and thoracic sway when compared to healthy in-dividuals,","In com-parison with healthy individuals, the LOPD group demonstrated greater thoracic sway (96%), hip adduction angles (56%) and pelvic range of motion (77%) and reduced hip extensor moments (36%). Greater group variance for the LOPD group were also observed. Individuals with LOPD had a slower (15%) walking speed and reduced cadence (7%). Gait profile scores were 37% greater in the LOPD group compared to the healthy group. Proximal muscular weakness associ-ated with LOPD disease is likely to have resulted in a myopathic gait pattern, slower selected walking speeds and deviations in gait patterns. Although individuals with LOPD presented with some common characteristics, greater variability in gait patterns is likely to be a result of wide variability in phenotype spectrum observed with LOPD",Yes,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,Ziv 2021,Autonomy support and preference-performance dissociation in choice-reaction time tasks,Aaron Schwarz,Yes,No,No,"We 
hypothesized 
that 
(a) 
providing 
participants 
with 
autonomy 
to 
choose 
task-practice 
order 
will 
lead 
to 
faster 
RTs 
and 
more 
correct 
responses 
compared 
to 
participants 
who 
perform 
the 
tasks 
in 
an 
imposed 
order, 
(b) 
based 
on 
Guadagnoli 
and 
Lee 
(2004) 
challenge-point 
framework, 
starting 
practice 
with 
a 
difficult 
task 
(i.e., 
the 
Simon 
task) 
may 
be 
beyond 
the 
optimal 
challenge 
point 
for 
learning; 
therefore, 
choosing 
to 
learn 
the 
choice 
RT 
first 
will 
lead 
to 
faster 
RTs 
and 
better 
accuracy 
compared 
with 
choosing 
to 
practice 
the 
Simon 
task 
first, 
and 
(c) 
at 
least 
some 
of 
the 
participants 
will 
choose 
a 
practice 
order 
that 
will 
interfere 
with 
their 
performance. ","We 
hypothesized 
that 
participants 
who 
were 
given 
such 
autonomy 
would 
outperform 
those 
who 
were 
not 
given 
such 
autonomy. 
This 
hypothesis 
was 
partially 
supported. ",Yes,19.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,Ziv 2021,Autonomy support and preference-performance dissociation in choice-reaction time tasks,Hugh Brooks,Yes,No,No,"We hypothesized that (a) providing participants with autonomy to choose task-practice order will lead to faster RTs and more correct responses compared to participants who perform the tasks in an imposed order,","The main findings were that (a) participants in the autonomy group had faster RTs compared with participants in the no-autonomy group,",Yes,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,Ziv 2021,Autonomy support and preference-performance dissociation in choice-reaction time tasks,Consensus,Yes,No,No,"We 
hypothesized 
that 
(a) 
providing 
participants 
with 
autonomy 
to 
choose 
task-practice 
order 
will 
lead 
to 
faster 
RTs 
and 
more 
correct 
responses 
compared 
to 
participants 
who 
perform 
the 
tasks 
in 
an 
imposed 
order, 
(b) 
based 
on 
Guadagnoli 
and 
Lee 
(2004) 
challenge-point 
framework, 
starting 
practice 
with 
a 
difficult 
task 
(i.e., 
the 
Simon 
task) 
may 
be 
beyond 
the 
optimal 
challenge 
point 
for 
learning; 
therefore, 
choosing 
to 
learn 
the 
choice 
RT 
first 
will 
lead 
to 
faster 
RTs 
and 
better 
accuracy 
compared 
with 
choosing 
to 
practice 
the 
Simon 
task 
first, 
and 
(c) 
at 
least 
some 
of 
the 
participants 
will 
choose 
a 
practice 
order 
that 
will 
interfere 
with 
their 
performance. ",The main findings were that (a) participants in the autonomy group had faster RTs compared with participants in the no-autonomy group,Yes,19.67, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
2168,Craig 2021,Characterization of Autism Spectrum Disorder (ASD) subtypes based on the relationship between motor skills and social communication abilities,Abbey Corson,Yes,No,No,We hypothesized that the concurrent use of both standardized and observational assessments of motor skills can help identify possible ASD subtypes characterized by comparable motor impairments in spite of different level or severity of social interaction and communication impairment. ,"We found that children with ASD presented poorer motor skills than their TD peers, and motor impairments correlated with poorer social communication abilities in children with ASD",Yes,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,Craig 2021,Characterization of Autism Spectrum Disorder (ASD) subtypes based on the relationship between motor skills and social communication abilities,Chitrini Tandon,Yes,No,No,We hypothesized that the concurrent use of both standardized and observational assessments of motor skills can help identify possible ASD subtypes characterized by comparable motor impairments in spite of different level or severity of social interaction and communication impairment.,"We found that children with ASD presented poorer motor skills than their TD peers, and motor impairments correlated with poorer social communication abilities in children with ASD",Yes,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,Craig 2021,Characterization of Autism Spectrum Disorder (ASD) subtypes based on the relationship between motor skills and social communication abilities,Consensus,Yes,No,No,We hypothesized that the concurrent use of both standardized and observational assessments of motor skills can help identify possible ASD subtypes characterized by comparable motor impairments in spite of different level or severity of social interaction and communication impairment.,"We found that children with ASD presented poorer motor skills than their TD peers, and motor impairments correlated with poorer social communication abilities in children with ASD",Yes,46, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
2167,Kelty-Stephen 2021,Multifractal roots of suprapostural dexterity,Hugh Brooks,Yes,No,No,"Hypothesis-1: Weaker intrapostural interactivity while quietly standing with eyes closed. First, respecting the evidence that maintaining fixation recruits visual precision demands that can perturb posture (Fiorelli et al., 2017; Lˆe & Kapoula, 2008), we expected that the addition of a fixation task to quiet standing would generally accentuate intrapostural interactivity, suggesting that quietly standing with eyes closed would show weaker evidence of intrapostural interactivity.",Results supported all hypotheses with the only exception being the failure of CoM-HfGn to participate in the relationships predicted in Hypothesis-3.,Yes,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,Kelty-Stephen 2021,Multifractal roots of suprapostural dexterity,Gianna Jeyarajan,Yes,No,No,"To foreshadow our hypotheses, we expect that multifractal nonlinearity is the crucial guarantee of the capacity for monofractal variation. ",Manipulations of the visual precision demands associated with fixating nearer and farther than comfortable viewing distance reveals an adaptive relationship between SD and temporal correlations in postural fluctuations. Changing the viewing distance of the fixation target shows that increases in temporal correlations and SD predict subsequent reductions in each other. ,Yes,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,Kelty-Stephen 2021,Multifractal roots of suprapostural dexterity,Consensus,Yes,No,No,"Hypothesis-1: Weaker intrapostural interactivity while quietly standing with eyes closed. First, respecting the evidence that maintaining fixation recruits visual precision demands that can perturb posture (Fiorelli et al., 2017; Lˆe & Kapoula, 2008), we expected that the addition of a fixation task to quiet standing would generally accentuate intrapostural interactivity, suggesting that quietly standing with eyes closed would show weaker evidence of intrapostural interactivity.",Results supported all hypotheses with the only exception being the failure of CoM-HfGn to participate in the relationships predicted in Hypothesis-3.,Yes,16, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,, , ,,, ,, ,,, ,
